platform,channel_or_tag,sector,text,date,message_id
telegram,jahez_couriers,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-06-14,2005420
telegram,jahez_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-06-14,2005426
telegram,delivery_ksa,توصيل,كنت اشتغل مرسول زمان اطلع ٢٠٠ في اليوم على ٨ طلبات,2025-06-14,2005433
telegram,mrsool_delivery,توصيل,الاسعار اختلفت بعد كثرة المنافسين ودخول كيتا بالاخص,2025-06-14,2005447
telegram,delivery_ksa,توصيل,ذا شيفز تعاملهم مع المناديب أحسن من كيتا,2025-06-14,2005478
telegram,toYou_couriers,توصيل,رحت محل اكل هندي وجبت طلب وشوربة واقعة جاني خصم ٥٠ ريال,2025-06-14,2005506
twitter,thechefs_ksa,توصيل,يعطيكم العافيه يا شباب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-06-14,2005524
telegram,HungerStation_drivers,توصيل,رحت محل اكل هندي وجبت طلب وشوربة واقعة جاني خصم ٥٠ ريال,2025-06-14,2005531
twitter,toYou_couriers,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-14,2005540
telegram,toYou_couriers,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-06-14,2005592
twitter,delivery_ksa,توصيل,امس السحور ٩ ريال و ١٠ ريال من كيتا ليش ولا حق التعب,2025-06-14,2005594
telegram,delivery_ksa,توصيل,امس السحور ٩ ريال و ١٠ ريال من كيتا ليش ولا حق التعب,2025-06-14,2005656
telegram,freelancers_ksa,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-06-14,2005696
twitter,khamsat_ar,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-06-14,2005702
telegram,freelancers_ksa,عمل_حر,ضريبة القيمة المضافة على الفريلانس كيف تشتغل,2025-06-14,2005736
twitter,mostaql_workers,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-14,2005769
telegram,kayan_ksa,نقل,إلى متى يا اوبر نسبة عالية وفوق هذا تسعيرة زي وجهك,2025-06-15,2005257
twitter,careem_drivers_sa,نقل,والله زمان كان فيها خير اما الان مو المستفيد الا التطبيق,2025-06-15,2005285
twitter,jeeny_ksa,نقل,بولت نسبة عالية خير ياطير اذا عوضنا,2025-06-15,2005344
twitter,السائقين_السعوديين,نقل,كم متوسط دخل الكابتن في الرياض شهريًا حاليًا,2025-06-15,2005365
twitter,keeta_couriers,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-06-15,2005407
twitter,mrsool_delivery,توصيل,ياخوان الطلبات وقفت عندي من ساعة م جاني ولا طلب,2025-06-15,2005419
telegram,thechefs_ksa,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-06-15,2005465
telegram,toYou_couriers,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-15,2005496
twitter,thechefs_ksa,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-06-15,2005555
twitter,keeta_couriers,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-06-15,2005622
telegram,keeta_couriers,توصيل,امس وصلت طلب والعميل تأخر وراح عليي مكافأة موعد الوصول,2025-06-15,2005626
twitter,thechefs_ksa,توصيل,توصيل في الأمطار خطر بدون مكافأة من التطبيق,2025-06-15,2005651
telegram,mrsool_delivery,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-06-15,2005658
telegram,freelancers_ksa,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-06-15,2005689
telegram,mostaql_workers,عمل_حر,كيف أحسن بروفايلي في مستقل وأحصل على عملاء,2025-06-15,2005775
telegram,khamsat_ar,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-15,2005787
telegram,careem_drivers_sa,نقل,وصلت واحد المطار وكان مصري وحك الصدام من السيارة,2025-06-16,2005354
telegram,bolt_drivers_ksa,نقل,بولت انا مااوثق في اي زبون يقولي بحولك مابحولك,2025-06-16,2005369
telegram,careem_drivers_sa,نقل,وصلت واحد المطار وكان مصري وحك الصدام من السيارة,2025-06-16,2005379
telegram,CreemUber,نقل,بعدها على بولت خلال ٦ ساعات ٢٠٠ ريال خلال ١٦ ساعة ٧٠٠ ريال ثابتة,2025-06-16,2005386
telegram,bolt_drivers_ksa,نقل,السكوت ماراح ينفع خلونا نتحرك بشكل منظم,2025-06-16,2005402
telegram,keeta_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-06-16,2005441
telegram,thechefs_ksa,توصيل,مو محل وموظفين اغبياء هم الغلطانين مو المندوب,2025-06-16,2005500
twitter,HungerStation_drivers,توصيل,توصيل في الأمطار خطر بدون مكافأة من التطبيق,2025-06-16,2005505
telegram,keeta_couriers,توصيل,الاسعار اختلفت بعد كثرة المنافسين ودخول كيتا بالاخص,2025-06-16,2005522
telegram,toYou_couriers,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-06-16,2005578
telegram,toYou_couriers,توصيل,ياخوان الطلبات وقفت عندي من ساعة م جاني ولا طلب,2025-06-16,2005598
telegram,delivery_ksa,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-06-16,2005607
telegram,toYou_couriers,توصيل,امس وصلت طلب والعميل تأخر وراح عليي مكافأة موعد الوصول,2025-06-16,2005650
telegram,freelancers_ksa,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-06-16,2005664
twitter,mostaql_workers,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-06-16,2005669
telegram,mostaql_workers,عمل_حر,upwork أو مستقل أيهما أفضل للسعوديين,2025-06-16,2005700
twitter,mostaql_workers,عمل_حر,الزبون ما دفع بعد تسليم العمل كيف أتصرف,2025-06-16,2005770
telegram,bolt_drivers_ksa,نقل,عميل تقييمه منخفض لا تاخذ مرة,2025-06-17,2005279
telegram,bolt_drivers_ksa,نقل,من اشوف مشوار مو مناسب على طول ارفضه,2025-06-17,2005333
twitter,careem_drivers_sa,نقل,أوبر أفضل من بولت في توزيع الرحلات عندي,2025-06-17,2005362
telegram,Captains_saudi,نقل,اليوم الأوردرات كانت ممتازة والبخشيش زين الحمد لله,2025-06-17,2005389
telegram,Captains_saudi,نقل,متوسط دخلي اليوم ١٨٠ ريال بعد البنزين,2025-06-17,2005396
telegram,wasselni_drivers,نقل,عميل تقييمه منخفض لا تاخذ مرة,2025-06-17,2005403
telegram,thechefs_ksa,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-06-17,2005425
telegram,mrsool_delivery,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-06-17,2005451
telegram,thechefs_ksa,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-06-17,2005460
telegram,jahez_couriers,توصيل,يعطيكم العافيه يا شباب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-06-17,2005490
telegram,toYou_couriers,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-06-17,2005523
telegram,HungerStation_drivers,توصيل,ذا شيفز تعاملهم مع المناديب أحسن من كيتا,2025-06-17,2005547
twitter,mrsool_delivery,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-06-17,2005590
telegram,toYou_couriers,توصيل,رحت محل اكل هندي وجبت طلب وشوربة واقعة جاني خصم ٥٠ ريال,2025-06-17,2005593
telegram,HungerStation_drivers,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-06-17,2005611
telegram,HungerStation_drivers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-06-17,2005612
telegram,thechefs_ksa,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-06-17,2005615
telegram,jahez_couriers,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-17,2005631
telegram,toYou_couriers,توصيل,والله اذا موترك ينفع في النقل الموجه افضل بمليون مرة,2025-06-17,2005657
twitter,khamsat_ar,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-17,2005703
telegram,freelancers_ksa,عمل_حر,upwork أو مستقل أيهما أفضل للسعوديين,2025-06-17,2005709
twitter,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-17,2005717
telegram,freelancers_ksa,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-17,2005719
twitter,khamsat_ar,عمل_حر,كيف أحسن بروفايلي في مستقل وأحصل على عملاء,2025-06-17,2005756
telegram,السائقين_السعوديين,نقل,الذروة في كريم حمراء والطلبات ورا بعض بالمدينة,2025-06-18,2005273
telegram,uber_ksa_drivers,نقل,اليوم الأوردرات كانت ممتازة والبخشيش زين الحمد لله,2025-06-18,2005289
telegram,jeeny_ksa,نقل,اوبر زود على نسبة الالغاء وانا ما قدرت اوصل للعميل,2025-06-18,2005299
telegram,السائقين_السعوديين,نقل,جيني بدأ ينافس لكن ما زال الطلبات أقل,2025-06-18,2005355
telegram,kayan_ksa,نقل,متوسط دخلي اليوم ١٨٠ ريال بعد البنزين,2025-06-18,2005364
telegram,kayan_ksa,نقل,اوبر مادري كيف يفكرون جاني مشوار والطرق كلها مقفله,2025-06-18,2005374
telegram,keeta_couriers,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-06-18,2005417
telegram,jahez_couriers,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-06-18,2005418
telegram,thechefs_ksa,توصيل,هنقرستيشن يقولك رجع الطلب سوبر ماركت هنقرستيشن,2025-06-18,2005443
telegram,jahez_couriers,توصيل,واحد طالب ٣ ماء من كودو المهم يرسل يقول كنسل,2025-06-18,2005453
telegram,delivery_ksa,توصيل,طلب وصل بارد لأن المطعم تأخر وراحت التقييم,2025-06-18,2005499
telegram,keeta_couriers,توصيل,مو محل وموظفين اغبياء هم الغلطانين مو المندوب,2025-06-18,2005525
telegram,thechefs_ksa,توصيل,الاسعار اختلفت بعد كثرة المنافسين ودخول كيتا بالاخص,2025-06-18,2005539
telegram,delivery_ksa,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-06-18,2005548
telegram,toYou_couriers,توصيل,الاسعار اختلفت بعد كثرة المنافسين ودخول كيتا بالاخص,2025-06-18,2005563
telegram,toYou_couriers,توصيل,واحد طالب ٣ ماء من كودو المهم يرسل يقول كنسل,2025-06-18,2005647
twitter,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-18,2005674
telegram,khamsat_ar,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-06-18,2005690
telegram,mostaql_workers,عمل_حر,ضريبة القيمة المضافة على الفريلانس كيف تشتغل,2025-06-18,2005693
telegram,freelancers_ksa,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-18,2005697
telegram,khamsat_ar,عمل_حر,كيف أحسن بروفايلي في مستقل وأحصل على عملاء,2025-06-18,2005720
telegram,mostaql_workers,عمل_حر,كيف أحسن بروفايلي في مستقل وأحصل على عملاء,2025-06-18,2005733
telegram,CreemUber,نقل,الزحمة في الرياض قاتلة والأرباح نازلة,2025-06-19,2005395
telegram,jahez_couriers,توصيل,امس السحور ٩ ريال و ١٠ ريال من كيتا ليش ولا حق التعب,2025-06-19,2005440
telegram,toYou_couriers,توصيل,ياخوان الطلبات وقفت عندي من ساعة م جاني ولا طلب,2025-06-19,2005466
telegram,mrsool_delivery,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-06-19,2005472
telegram,thechefs_ksa,توصيل,مرسول فتح تسجيل جديد للموصلين هذا الأسبوع,2025-06-19,2005487
telegram,toYou_couriers,توصيل,هنقرستيشن يقولك رجع الطلب سوبر ماركت هنقرستيشن,2025-06-19,2005517
telegram,keeta_couriers,توصيل,خدمة العملاء في كيتا ما تفيد تقريباً,2025-06-19,2005534
telegram,keeta_couriers,توصيل,رحت محل اكل هندي وجبت طلب وشوربة واقعة جاني خصم ٥٠ ريال,2025-06-19,2005577
telegram,jahez_couriers,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-06-19,2005601
twitter,freelancers_ksa,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-06-19,2005681
twitter,mostaql_workers,عمل_حر,ضريبة القيمة المضافة على الفريلانس كيف تشتغل,2025-06-19,2005728
telegram,freelancers_ksa,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-19,2005739
twitter,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-19,2005772
telegram,mostaql_workers,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-19,2005788
telegram,careem_drivers_sa,نقل,أحسن أوقات الشغل الفطور والغداء والذروة المسائية,2025-06-20,2005292
telegram,CreemUber,نقل,اتمنى الجميع يركز نتحرك بشكل جماعي نرفع شكاوى لوزارة النقل,2025-06-20,2005321
telegram,jeeny_ksa,نقل,التامين على السيارة غالي علينا الشركات مو مهتمة,2025-06-20,2005359
twitter,kayan_ksa,نقل,وصليني مافيه طلبات كافية في منطقتي,2025-06-20,2005392
telegram,HungerStation_drivers,توصيل,توصيل في الأمطار خطر بدون مكافأة من التطبيق,2025-06-20,2005421
telegram,jahez_couriers,توصيل,كيتا يلعبون على المندوب عشان يخصمون مكافأة التوصيل في الوقت,2025-06-20,2005442
telegram,keeta_couriers,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-06-20,2005464
telegram,mrsool_delivery,توصيل,خدمة العملاء في كيتا ما تفيد تقريباً,2025-06-20,2005501
telegram,delivery_ksa,توصيل,طلب وصل بارد لأن المطعم تأخر وراحت التقييم,2025-06-20,2005566
telegram,keeta_couriers,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-06-20,2005582
telegram,delivery_ksa,توصيل,الطلبات الليلية تساوي ضعف النهارية في كيتا,2025-06-20,2005619
telegram,jahez_couriers,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-06-20,2005643
telegram,freelancers_ksa,عمل_حر,مشروع ترجمة بكم تقدر تقدم,2025-06-20,2005741
twitter,careem_drivers_sa,نقل,اوبر مادري كيف يفكرون جاني مشوار والطرق كلها مقفله,2025-06-21,2005258
telegram,kayan_ksa,نقل,وصلت واحد المطار وكان مصري وحك الصدام من السيارة,2025-06-21,2005260
telegram,CreemUber,نقل,اليوم الأوردرات كانت ممتازة والبخشيش زين الحمد لله,2025-06-21,2005263
telegram,careem_drivers_sa,نقل,الزحمة في الرياض قاتلة والأرباح نازلة,2025-06-21,2005317
telegram,careem_drivers_sa,نقل,اقل شي ٤٥٠ واعلى شي ٥٥٠ خلال ١٢ ساعة على اوبر,2025-06-21,2005322
telegram,jeeny_ksa,نقل,اذا الوقت زاد ٨ دقايق وفوق ماافكهم غير مسويلي تعويض,2025-06-21,2005338
telegram,السائقين_السعوديين,نقل,أحسن أوقات الشغل الفطور والغداء والذروة المسائية,2025-06-21,2005371
telegram,kayan_ksa,نقل,من اشوف مشوار مو مناسب على طول ارفضه,2025-06-21,2005397
telegram,mrsool_delivery,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-06-21,2005406
twitter,HungerStation_drivers,توصيل,مرسول فتح تسجيل جديد للموصلين هذا الأسبوع,2025-06-21,2005424
telegram,mrsool_delivery,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-06-21,2005428
telegram,delivery_ksa,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-06-21,2005444
twitter,mrsool_delivery,توصيل,طلب وصل بارد لأن المطعم تأخر وراحت التقييم,2025-06-21,2005455
telegram,keeta_couriers,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-06-21,2005475
telegram,delivery_ksa,توصيل,مو محل وموظفين اغبياء هم الغلطانين مو المندوب,2025-06-21,2005488
telegram,HungerStation_drivers,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-06-21,2005508
twitter,keeta_couriers,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-06-21,2005509
telegram,thechefs_ksa,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-06-21,2005571
telegram,mrsool_delivery,توصيل,واحد طالب ٣ ماء من كودو المهم يرسل يقول كنسل,2025-06-21,2005618
twitter,jahez_couriers,توصيل,هنجرستين وكيتا حاليًا جاهز ومرسول وذا شيفز بس اقل في الطلبات,2025-06-21,2005630
telegram,keeta_couriers,توصيل,واحد طالب ٣ ماء من كودو المهم يرسل يقول كنسل,2025-06-21,2005641
telegram,freelancers_ksa,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-21,2005678
twitter,mostaql_workers,عمل_حر,الزبون ما دفع بعد تسليم العمل كيف أتصرف,2025-06-21,2005711
telegram,freelancers_ksa,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-06-21,2005715
telegram,freelancers_ksa,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-06-21,2005762
telegram,bolt_drivers_ksa,نقل,السائقين الأجانب يزاحمون على الرحلات في كريم,2025-06-22,2005274
telegram,wasselni_drivers,نقل,جيني بدأ ينافس لكن ما زال الطلبات أقل,2025-06-22,2005281
telegram,kayan_ksa,نقل,كم متوسط دخل الكابتن في الرياض شهريًا حاليًا,2025-06-22,2005324
twitter,uber_ksa_drivers,نقل,التامين على السيارة غالي علينا الشركات مو مهتمة,2025-06-22,2005326
telegram,Captains_saudi,نقل,رفضت رحلة بعيدة وخسرت bonus الاسبوع,2025-06-22,2005341
twitter,wasselni_drivers,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-06-22,2005348
twitter,bolt_drivers_ksa,نقل,التامين على السيارة غالي علينا الشركات مو مهتمة,2025-06-22,2005367
telegram,thechefs_ksa,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-06-22,2005404
twitter,HungerStation_drivers,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-06-22,2005415
telegram,keeta_couriers,توصيل,وصلت طلبات وطلعت ب١١٠ ريال لكن ليش ما اتضافت للسحب,2025-06-22,2005438
telegram,delivery_ksa,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-06-22,2005463
telegram,toYou_couriers,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-06-22,2005498
telegram,mrsool_delivery,توصيل,وصلت طلبات وطلعت ب١١٠ ريال لكن ليش ما اتضافت للسحب,2025-06-22,2005542
telegram,keeta_couriers,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-06-22,2005573
telegram,toYou_couriers,توصيل,الطلبات الليلية تساوي ضعف النهارية في كيتا,2025-06-22,2005614
twitter,khamsat_ar,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-06-22,2005668
twitter,mostaql_workers,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-06-22,2005694
twitter,freelancers_ksa,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-22,2005704
twitter,khamsat_ar,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-06-22,2005707
telegram,mostaql_workers,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-22,2005724
twitter,khamsat_ar,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-22,2005738
telegram,mostaql_workers,عمل_حر,upwork أو مستقل أيهما أفضل للسعوديين,2025-06-22,2005780
telegram,mostaql_workers,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-22,2005782
telegram,uber_ksa_drivers,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-06-23,2005256
telegram,CreemUber,نقل,اقل شي ٤٥٠ واعلى شي ٥٥٠ خلال ١٢ ساعة على اوبر,2025-06-23,2005282
telegram,السائقين_السعوديين,نقل,الذروة في كريم حمراء والطلبات ورا بعض بالمدينة,2025-06-23,2005298
twitter,السائقين_السعوديين,نقل,اذا الوقت زاد ٨ دقايق وفوق ماافكهم غير مسويلي تعويض,2025-06-23,2005342
telegram,uber_ksa_drivers,نقل,نسبة اوبر في مشوار المطار وصلت ٧٥٪ اخذ من الزبون ٥٩ ريال عطاني ١٢ فقط,2025-06-23,2005352
telegram,keeta_couriers,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-06-23,2005410
telegram,keeta_couriers,توصيل,كنت اشتغل مرسول زمان اطلع ٢٠٠ في اليوم على ٨ طلبات,2025-06-23,2005422
telegram,mrsool_delivery,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-23,2005435
telegram,jahez_couriers,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-06-23,2005502
telegram,delivery_ksa,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-06-23,2005526
telegram,jahez_couriers,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-06-23,2005528
twitter,thechefs_ksa,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-06-23,2005529
telegram,thechefs_ksa,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-06-23,2005570
telegram,keeta_couriers,توصيل,جاهز أحسن من مرسول في التوزيع والسعر,2025-06-23,2005579
telegram,delivery_ksa,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-06-23,2005584
telegram,delivery_ksa,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-06-23,2005588
telegram,delivery_ksa,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-06-23,2005603
telegram,jahez_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-06-23,2005621
telegram,mostaql_workers,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-23,2005685
telegram,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-23,2005708
telegram,freelancers_ksa,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-06-23,2005731
telegram,freelancers_ksa,عمل_حر,مشروع ترجمة بكم تقدر تقدم,2025-06-23,2005753
telegram,freelancers_ksa,عمل_حر,الزبون ما دفع بعد تسليم العمل كيف أتصرف,2025-06-23,2005776
twitter,jeeny_ksa,نقل,السائقين الأجانب يزاحمون على الرحلات في كريم,2025-06-24,2005275
telegram,uber_ksa_drivers,نقل,متوسط دخلي اليوم ١٨٠ ريال بعد البنزين,2025-06-24,2005366
telegram,jeeny_ksa,نقل,والله زمان كان فيها خير اما الان مو المستفيد الا التطبيق,2025-06-24,2005377
telegram,bolt_drivers_ksa,نقل,والله زمان كان فيها خير اما الان مو المستفيد الا التطبيق,2025-06-24,2005385
telegram,bolt_drivers_ksa,نقل,جيني بدأ ينافس لكن ما زال الطلبات أقل,2025-06-24,2005393
twitter,mrsool_delivery,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-06-24,2005450
twitter,thechefs_ksa,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-06-24,2005503
telegram,thechefs_ksa,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-24,2005516
twitter,HungerStation_drivers,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-06-24,2005519
twitter,HungerStation_drivers,توصيل,مرسول الطلبات فل بس عيبه اطلب اي شي روح بنفسك,2025-06-24,2005552
telegram,thechefs_ksa,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-24,2005564
telegram,thechefs_ksa,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-06-24,2005642
telegram,khamsat_ar,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-24,2005663
telegram,khamsat_ar,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-06-24,2005671
twitter,mostaql_workers,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-06-24,2005679
telegram,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-06-24,2005682
twitter,freelancers_ksa,عمل_حر,upwork أو مستقل أيهما أفضل للسعوديين,2025-06-24,2005692
telegram,khamsat_ar,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-06-24,2005730
telegram,khamsat_ar,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-06-24,2005747
twitter,jeeny_ksa,نقل,الذروة في كريم حمراء والطلبات ورا بعض بالمدينة,2025-06-25,2005293
telegram,uber_ksa_drivers,نقل,والله زمان كان فيها خير اما الان مو المستفيد الا التطبيق,2025-06-25,2005332
telegram,delivery_ksa,توصيل,امس السحور ٩ ريال و ١٠ ريال من كيتا ليش ولا حق التعب,2025-06-25,2005483
telegram,HungerStation_drivers,توصيل,يعطيكم العافيه يا شباب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-06-25,2005484
telegram,toYou_couriers,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-06-25,2005504
telegram,keeta_couriers,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-06-25,2005551
telegram,HungerStation_drivers,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-06-25,2005599
telegram,jahez_couriers,توصيل,ذا شيفز تعاملهم مع المناديب أحسن من كيتا,2025-06-25,2005610
twitter,delivery_ksa,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-06-25,2005625
telegram,toYou_couriers,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-06-25,2005632
telegram,khamsat_ar,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-06-25,2005771
telegram,uber_ksa_drivers,نقل,من حقك ترفض خدمته سيارتك وترفع بلاغ,2025-06-26,2005264
telegram,wasselni_drivers,نقل,جيني وصليني الاسعار خايسه جدا يعني الكيلو اقل من ريال,2025-06-26,2005265
twitter,jeeny_ksa,نقل,ذروة ب كاش مع نسبتهم تشوفه مبلغ كويس بس يجيك بمشوار واحد بطاقة,2025-06-26,2005267
telegram,السائقين_السعوديين,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-06-26,2005315
telegram,uber_ksa_drivers,نقل,كم متوسط دخل الكابتن في الرياض شهريًا حاليًا,2025-06-26,2005319
telegram,wasselni_drivers,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-06-26,2005336
telegram,Captains_saudi,نقل,عميل تقييمه منخفض لا تاخذ مرة,2025-06-26,2005399
