app_name,platform,sector,text,rating,date,city,version
Careem,google_play,نقل,فاشل,1,2026-03-12,,25.42
Careem,google_play,نقل,غالي ريالين كل دقيقه كثير!,1,2026-03-11,,
Careem,google_play,نقل,للاسف تطبيق ما عليه امان تكون مشترك كريم بلص والك مصاري بالمحفظه فجأة كريم بعملك بلوك ويروح عليك اشتراك كريم بلص ومصاري المحفظه تطبيق يأخذ مصاري بحجه بلوك وما بحلو مشكلتك ومصاريك اخذوها,1,2026-03-11,,26.8
Careem,google_play,نقل,ممتاز,5,2026-03-11,,
Careem,google_play,نقل,سيء كل ما احاول افتح حسابي بحكي يرجى الاتصال بنا,1,2026-03-11,,26.8
Careem,google_play,نقل,واجهت مرتين مشاكل ويا الكباتن علمود الدفع و اتصل بالدعم و مسوو كلشي معاملة سيئة جدا و خدمة بعد اسوء افشل تطبيق شفته حرامات بس سيط,1,2026-03-10,,26.9
Careem,google_play,نقل,مفيش كباتن بيضيع وقتنا والآخر محدش بييجي,1,2026-03-10,,26.7
Careem,google_play,نقل,التطبيق جيد ...لكن لما يكون في رصيد بالمحفظة فجأة يتسجل عليك مشوار انت مارحته ويسحبوا منك الفلوس,4,2026-03-10,,26.8
Careem,google_play,نقل,في البداية عند طلب الطعام كان هناك خصومات وعروض تحفز التعامل ومع مرور الوقت اختفت للاسف ولذلك ارجو البقاء على راحة العملاء كما عهدناكم وعندم التراجع ومن أجل ذلك لم اضع خمسة نجوم ، ارضاء العميل وثقته بكم تمنحكم خمسة نجوم والقرار لكم. للاسف سرعة في التراجع في الخدمات مع اعلانات خصم وتوصيل جميعها وهمية تراجع مستمر للاسف التراجع هدية كريم في عيد الفطر للاسف وكول سنتر لا يجيب ٣/٤/٢٠٢٤ اشد الندم مرة اخرى لاستخدامي التطبيق للاسف. تم خصم اشتراك 3 دنانير وللاسف بيتزا القيصر غير موجود,1,2026-03-10,,26.7
Careem,google_play,نقل,بجنن,5,2026-03-10,,26.7
Careem,google_play,نقل,التطبيق ممتاز ولاكن السواق متحرشين ارجو ان توضفون الناس المحترمين او الذين يمتلكون ٥ نجوم فقط,1,2026-03-10,,26.8
Careem,google_play,نقل,بصراحه كنت بحبو جدا جدا والناس كانت محترمه بس ف مره السواق هو اللى لغى الرحله وخلانى ف الشارع وقت طويل جدا وكمان حط فلوس عليا ومش عارفه اتعامل مع اللابلكيش بقالى سنه,1,2026-03-10,,26.7
Careem,google_play,نقل,فاشلة الصبح من اطلب مايلتزمون بالكروة ياخذون اكثر على الرغم جان عندي تخفيض بالسعر، ياريت الشركة تهتم بالسيارت الصبح,1,2026-03-10,,
Careem,google_play,نقل,ممتاز,5,2026-03-10,,
Careem,google_play,نقل,الاسعار غاليه بالتطبيق,1,2026-03-10,,26.8
Careem,google_play,نقل,سييييء,1,2026-03-10,,26.8
Careem,google_play,نقل,سي جدا مره مو حلوه ويتأخرر لين يجي!! 🙄😡,1,2026-03-10,,
Careem,google_play,نقل,انا بحب ت كريم,5,2026-03-09,,26.7
Careem,google_play,نقل,ممتازة,5,2026-03-09,,
Careem,google_play,نقل,رجاءا حلوا مشكلة طلب التكسي عن طريق الواتس اب يعني لما اريد اروح لمكان واطلب من الشخص عنوان حتى ارسل للكابتن يكتب كريم لٱ يعمل هنا التطبيق صار جدا سيئ المفروض من دمجوا اوبر مع كريم يتطور للاحسن لَـگِنْ العكس الي صار الطلب صعب والخريطة سيئة حتى الكابتن نفسه يعاني,1,2026-03-09,,26.8
Careem,google_play,نقل,الحمد لله,5,2026-03-09,,
Careem,google_play,نقل,اكثر من نصف ساعة لايجاد سائق وبعدها يلغي.,1,2026-03-09,,26.7
Careem,google_play,نقل,اسوء حاجة,1,2026-03-08,,26.8
Careem,google_play,نقل,أواجه مشكلة في حجز الرحلات وكلما حجزت رحلة تظهر رسالة فشل حجز الرحلة ولم يتم حلها حتى هذا الوقت,1,2026-03-08,,26.8
Careem,google_play,نقل,لايمكن استرجاع الرصيد ؛ وعند الرغبة في استخدامة لطلبات المطاعم يكون الرد المنطقة غير مغطاة بالخدمة !!!!!,1,2026-03-08,,26.8
Careem,google_play,نقل,ممتاز جدا جدا جدا جدا,5,2026-03-07,,26.8
Careem,google_play,نقل,ممتاز,5,2026-03-07,,
Careem,google_play,نقل,عموما حذفت التطبيق راسلوني الدعم بعدحاظريني من تطبيق ردوعلي,1,2026-03-07,,26.1
Careem,google_play,نقل,سيئ في نصب على الكباتن حرام,1,2026-03-06,,26.7
Careem,google_play,نقل,افضل تطبيق,5,2026-03-06,,26.7
Careem,google_play,نقل,اول تجربه لي وكانت ممتااازه,5,2026-03-05,,26.7
Careem,google_play,نقل,عدم اهتمام التطبيق بل عملاء وتقديم مصلحه الكابتن على العميل,1,2026-03-05,,26.5
Careem,google_play,نقل,ممتاز,5,2026-03-05,,26.7
Careem,google_play,نقل,رائع جدا لكن يجب تمديد فترة الخصومات اكثر من المعتاد,5,2026-03-05,,26.7
Careem,google_play,نقل,كل ما اطلب يقولي كريم لايغطي المنطقه مصري الجديده مدينه نصر عباسيه كل مكان كريم لا يغطي هذه المنطقه,1,2026-03-04,,26.8
Careem,google_play,نقل,البرنمج لا يعمل,5,2026-03-04,,26.7
Careem,google_play,نقل,للأسف تجربه سيئه الكابتن عبد الله العبد ما اكتفى بأنه ما وصلني لغى الطلب من عنده 🔴 رنيتله اسئله انا منزله الابليكايشن عن جديد ومو عارفه ازا وصلت اولا سكر بوجهي ولغى الطلب,1,2026-03-03,,26.7
Careem,google_play,نقل,جيد,2,2026-03-03,,26.7
Careem,google_play,نقل,متعبه جدا من خلال خدمة العملاء,1,2026-03-02,,26.7
Careem,google_play,نقل,التطبيق ركاب موقف عنا ممكن اعرف شو الأسباب ؟؟؟؟,5,2026-03-02,,26.7
Careem,google_play,نقل,تطبيق كريم ةفى بورسعيد عربيات فقط,1,2026-03-02,,26.7
Careem,google_play,نقل,عشق,5,2026-03-02,,26.7
Careem,google_play,نقل,متنطون السائق حقه في الدفع الالكتروني و التطبيق بي مشاكل و شكد يشتكون و متتصلح👎🏻,1,2026-03-02,,26.7
Careem,google_play,نقل,تطبيق معقد ولا يعمل زفت,1,2026-03-02,,26.5
Careem,google_play,نقل,البرنامج يوم عن يوم يسوء اكثر. حاليا اطلب تكسي كريم لا يظهر الكابتن على خريطه بعد موافقته حجز الرحله,1,2026-03-02,,26.7
Careem,google_play,نقل,لا يعجبني,1,2026-03-02,,26.7
Careem,google_play,نقل,زبالة,1,2026-03-01,,26.6
Careem,google_play,نقل,السعر بالتطبيق شيء والكابتين ياخذ شيء ثاني حتى لو الفرق ريال,3,2026-03-01,,26.7
Careem,google_play,نقل,ماشاء الله تبارك الرحمن الرحيم,5,2026-03-01,,26.7
Careem,google_play,نقل,مو شغال في المفرق,1,2026-03-01,,
Careem,google_play,نقل,استخدم التطبيق يوميا ومع ذلك لا يتم كود خصم . المفروض التمييز بين من يستخدم التطبيق بكثره ومن يستخدمه لمشوار,3,2026-02-28,,26.7
Careem,google_play,نقل,يسلم ايديك يا كريم انت كثير شاطر يسلم ايديك يا كريم انت كثير شاطر,1,2026-02-28,,26.6
Careem,google_play,نقل,غالي و اسعار مبالغه,1,2026-02-28,,
Careem,google_play,نقل,برنامج ممتاز للغايه لاكن هناك مشكله من اطلب كريم يتأخر يالله يجي وين اظل واكف ومرات اطلب السيارات تارسه الشارع ومحد يقبل الرحله مع جل احترامي لشركه كرم وسائقي كريم وشكرا❤,5,2026-02-28,,26.7
Careem,google_play,نقل,التطبيق يقوم باخذ الأموال من البطاقه البنكيه مع ان المحفظه فيها أموال التطبيق يتحكم في البطاقه البنكيه ويتصرف كيف يشاء الحذر من التطبيق,1,2026-02-28,,26.4
Careem,google_play,نقل,اقيمه صفر لان يطلعلي سعر يجي ابو التكسي يكلي شوفي شكد طالع وياهو اركب ويه يزيدلي الكروه ويطلب أكثر راح امسحه لان تطبيق فاشل,1,2026-02-28,,26.4
Careem,google_play,نقل,اقل من نجمة فما يخص استخدام الدراجه او الاسكوتر تم سحب اكثر من مرة مبلغ من الحساب ولم يرد لي منذ شهرين وقبل اسبوع قمت باخد اسكتور كذلك خصم مبلغ كضمان ولم يرد وتواصلت مع خدمع العملاء نفس الاشكالية والبنك يقول تواصلوا معهم انا وقفت الاستخدام معهم للاسف كادراجه واسكوتر لاانصح بالاستخدام,1,2026-02-27,,
Careem,google_play,نقل,تجربة ممتاز,5,2026-02-27,,24.27
Careem,google_play,نقل,اسوأ تطبيق,1,2026-02-27,,
Careem,google_play,نقل,اسوا تطبيق شفته بحياتي مشوار صغير اخذ منيـ32 كل التطبيقات تاخذ اقل من 20الا كريم ياخذ فوق ال30حتى لو المشوار قصير حسبي الله,1,2026-02-27,,
Careem,google_play,نقل,جيد,5,2026-02-26,,26.6
Careem,google_play,نقل,التطبيق سي للغايه,1,2026-02-26,,26.6
Careem,google_play,نقل,بعد التحديث انقطعت تماما اكواد الخصم وارتفعت أسعار الرحلات فى المعظم مقارنة بالتطبيقات الاخرى أصبح أعلى تكلفة للعميل,1,2026-02-26,,26.7
Careem,google_play,نقل,ممتاز,5,2026-02-26,,26.6
Careem,google_play,نقل,سي جدا,1,2026-02-26,,26.4
Careem,google_play,نقل,اكبر نصابين في المدينة هاذا كريم اليوم قفلو عليا الحساب بدون سبب اتصلتلهم قالو ليش تستخدم البطاقة في عدة حسابات ايش دخلهم هاذا بطاقتي استخدم فيها فين ما ابغا,1,2026-02-25,,26.6
Careem,google_play,نقل,جميل جداء,5,2026-02-25,,26.6
Careem,google_play,نقل,واجهت من فتره مشكله بالتطبيق لكن الفريق المشرف على التطبيق قاموا بحل المشكله بأسرع وقت وكانوا جدا حريصين على ارضاء المشترك شكرا لكم,5,2026-02-25,,26.6
Careem,google_play,نقل,السائق لم يرجع باقي المبلغ الدفع كان نقدي,1,2026-02-25,,26.7
Careem,google_play,نقل,جديد,5,2026-02-25,,26.6
Careem,google_play,نقل,👎👎👎 بسبب وعودكم الفارغة وتأخيركم اللي ماله مبرر، قررت أحذف التطبيق خدمة العملاء عندكم عبارة عن ردود جاهزة بدون حلول حقيقية. شكراً على التجربة السيئة، ومسحت التطبيق وراح أنصحالكل يمسحه,1,2026-02-25,,26.6
Careem,google_play,نقل,حظرت بلا سبب,1,2026-02-25,,
Careem,google_play,نقل,سئ جدا في حفر الباطن,1,2026-02-25,,
Careem,google_play,نقل,عدم اظهار الباقات بشكل واضح و تلاعب في الاسعار,1,2026-02-24,,26.2
Careem,google_play,نقل,ممتاز,5,2026-02-24,,26.6
Careem,google_play,نقل,سيء جدا الراكب من يواجه مشكلة مع الكابتن ما عنده طريفة تواصل الا على سيم كارت,1,2026-02-24,,26.7
Careem,google_play,نقل,ممتاز جدا يتساهل التقييم,5,2026-02-24,,26.6
Careem,google_play,نقل,غالي نفس سعر الاجرة,1,2026-02-24,,26.6
Careem,google_play,نقل,انا شخص اعيش في الاردن تحديدا في منطقه المفرق ولا استطيع الطلب منكم بسبب انها المنطقتي ليست ضمن التطبيق وهذا ليس عدلا,1,2026-02-24,,26.6
Careem,google_play,نقل,التحديث الاخير سئ جدا مااعرف اشلون نطلب تكسي,1,2026-02-24,,26.6
Careem,google_play,نقل,ممتاز,5,2026-02-24,,26.6
Careem,google_play,نقل,رخيص وجميل,5,2026-02-24,,26.6
Careem,google_play,نقل,للأسف احاول الاشتراك في التطبيق يعطي أنه هناك مشكله كثير كتبنا المشكله على الرابط ولكن بلا فائده,1,2026-02-24,,26.6
Careem,google_play,نقل,للأسف تطبيق كنت افكر انا تأمن له في المال اشتركت كريم بلص لمده ٦ أشهر ومحفظتي في مبلغ لكن للأسف تفاجئت اليوم تم حظر حسابي على اي اساس راح الاشتراك وقيمته والمحفظه التي فيها حساب لي للأسف اخذوهم يمكن زكاه مال باي حق تحضرني وتأخذ اشتراك انا دافعه ومحفظه فيها نقود وليش تحضر الحساب سياسه فاشله للأسف شو ما كان السبب لايحق لك حظر حسابي انت المفروض تطبيق لخدمتنا وندفع مقابل ذلك اذهب الى تطبيق طلبات مستحيل يحضر الحساب لان حظر الحساب انت تخسر تعامل الزبائن للاسف شكوتي عندك بالمسنجر مع رقم الهاتف,1,2026-02-24,,26.6
Careem,google_play,نقل,قبل التحديث افضل,2,2026-02-24,,26.6
Careem,google_play,نقل,لا انصح باستخدامه تكون مشترك فجأه والا عاملين حظر الك نصيحه لاتشترظوا تدفعوا مصاري على كريم بلص او تحطوا مصاري بالمحفظه فجأه بعملوا حظر الك وتروح عليك مصاريك,1,2026-02-24,,
Careem,google_play,نقل,ممتمزه,5,2026-02-23,,26.6
Careem,google_play,نقل,تأخير غير طبيعي والكابتن يوصل مكان غلط ومايرد رغم اني اريلت واتصلت عليه ويلغي الرحلة واتحمل انا الرسوم تقييم سيء جدا ولا انصح باستخدام التطبيق واخر تعامل معاهم,1,2026-02-23,,26.6
Careem,google_play,نقل,رائعة جدا و الكباتن جدا محترمين.. غير إني وضعت 3 نجمات لأنه باهض الثمن قليلا.,3,2026-02-23,,26.6
Careem,google_play,نقل,تطبيق راقي واسعارهم مناسبه انصح الناس اتنزله,5,2026-02-23,,26.6
Careem,google_play,نقل,افشل تطبيق حسبي الله عليكم بعني عندي شغل ولازم اطلع من وكت 3 سواق انتظرهم ويلغون الرحله وكله وكت عليه ومن وراهم تصير طلعتي بالازدحام,1,2026-02-23,,26.6
Careem,google_play,نقل,خدمة عملاء سيئة جدا,1,2026-02-23,,26.6
Careem,google_play,نقل,قبل التحديث الاخير كان التطبيق اسهل للاستخدام,5,2026-02-22,,26.6
Careem,google_play,نقل,يحتاج التطبيق تحديث يحدد عملية الدفع عن طريق رصيد كريم قبل ما اطلب تكسي يكون الدفع عن طريق بطاقة كريم التطبيق مامضمون المحفظة بيها فلوس بعد ما يحتاج كاش,1,2026-02-22,,26.6
Careem,google_play,نقل,سيئ,2,2026-02-22,,26.6
Careem,google_play,نقل,الاسعار أصبح مبالغ بيها رحلة ما تاخذ وقت 5 دقايق ياخد أجرة 4 الالف إضافة ان يتأخر كلش لحد ما يحصل كابتن,1,2026-02-22,,26.6
Careem,google_play,نقل,هل استخدام التطبيق مجاني بالنسبة للركاب وهل استطيع استخدامه في مكة المكرمة ؟,5,2026-02-22,,26.6
Careem,google_play,نقل,تجربة سيئة جدا جدا وخدمة عملاء اسوء بكثير ولا يوجد وسيلة اتصال سريعه بين خدمة العملاء والعملاء وبيتركوا الامر بين السائق والعميل بشكل عشوائي ودا اخر تعامل معهم للأبد,1,2026-02-21,,24.34
Careem,google_play,نقل,يمنع من دخول البرنامج,1,2026-02-21,,
Careem,google_play,نقل,كان يوجد مشكلة لدي بالامس و لكن فريق خدمة العملاء قام بحل المشكلة بشكل سريع و جذري ، شكرا خدمة عملاء كريم,5,2026-02-21,,26.6
Careem,google_play,نقل,اسعار مرتفعة,1,2026-02-21,,26.6
